MGYP000520344261	18228
MGYP000520635511	18229
MGYP000520991145	18230
MGYP000521456065	18231
MGYP000521828628	18232
MGYP000522503028	18233
MGYP000523394662	18234
MGYP000523776061	18235
MGYP000524131952	18236
MGYP000524510988	18237
MGYP000524843430	18238
MGYP000525776511	18239
MGYP000526421066	18240
MGYP000526923223	18241
MGYP000527266396	18242
MGYP000527654276	18243
MGYP000528136283	18244
MGYP000529148538	18245
MGYP000529454822	18246
MGYP000529833386	18247
MGYP000530301296	18248
MGYP000530636400	18249
MGYP000531142927	18250
MGYP000532152428	18251
MGYP000532478940	18252
MGYP000532877905	18253
MGYP000533336428	18254
MGYP000533678903	18255
MGYP000534735361	18256
MGYP000535339674	18257
MGYP000535779167	18258
MGYP000536243653	18259
MGYP000536538536	18260
MGYP000537247544	18261
MGYP000538017427	18262
MGYP000538352421	18263
MGYP000538748602	18264
MGYP000539103660	18265
MGYP000539473599	18266
MGYP000540313698	18267
MGYP000541157032	18268
MGYP000541550763	18269
MGYP000541870567	18270
MGYP000542304258	18271
MGYP000542590546	18272
MGYP000543504027	18273
MGYP000544030483	18274
MGYP000544377482	18275
MGYP000544740946	18276
MGYP000545161673	18277
MGYP000545432225	18278
MGYP000545967299	18279
MGYP000546877039	18280
MGYP000547174986	18281
MGYP000547612012	18282
MGYP000547996773	18283
MGYP000548390968	18284
MGYP000549119374	18285
MGYP000549900568	18286
MGYP000550171298	18287
MGYP000550557781	18288
MGYP000551016192	18289
MGYP000551326934	18290
MGYP000552188067	18291
MGYP000552873062	18292
MGYP000553204386	18293
MGYP000553603070	18294
MGYP000553967743	18295
MGYP000554259889	18296
MGYP000554766141	18297
MGYP000555710811	18298
MGYP000556065512	18299
MGYP000223532044	19200
MGYP000223923993	19201
MGYP000224390079	19202
MGYP000225243064	19203
MGYP000225692047	19204
MGYP000225952375	19205
MGYP000226395125	19206
MGYP000226850848	19207
MGYP000227054542	19208
MGYP000228414232	19209
MGYP000228780248	19210
MGYP000229221636	19211
MGYP000229612036	19212
MGYP000229932454	19213
MGYP000230874669	19214
MGYP000231625719	19215
MGYP000232372918	19217
MGYP000232710797	19218
MGYP000233206649	19219
MGYP000234376619	19220
MGYP000234665219	19221
MGYP000235131420	19222
MGYP000235477728	19223
MGYP000235836126	19224
MGYP000236637168	19225
MGYP000237456996	19226
MGYP000238270870	19228
MGYP000238682187	19229
MGYP000239177045	19230
MGYP000240157146	19231
MGYP000240477922	19232
MGYP000240945442	19233
MGYP000241339556	19234
MGYP000241732215	19235
MGYP000242448401	19236
MGYP000243253379	19237
MGYP000243511266	19238
MGYP000243887070	19239
MGYP000244272081	19240
MGYP000244674176	19241
MGYP000245642721	19242
MGYP000246341384	19243
MGYP000246727520	19244
MGYP000247117939	19245
MGYP000247532993	19246
MGYP000247958443	19247
MGYP000249118055	19248
MGYP000249409498	19249
MGYP000249785480	19250
MGYP000250319469	19251
MGYP000250742054	19252
MGYP000251622353	19253
MGYP000252109145	19254
MGYP000252372683	19255
MGYP000252704055	19256
MGYP000252704055	4390
MGYP000253119023	19257
MGYP000253507328	19258
MGYP000254124924	19259
MGYP000255018910	19260
MGYP000255291726	19261
MGYP000255677721	19262
MGYP000256080940	19263
MGYP000256080940	48483
MGYP000256460699	19264
MGYP000256992856	19265
MGYP000257970609	19266
MGYP000258247831	19267
MGYP000258619977	19268
MGYP000258986405	19269
MGYP000259262849	19270
MGYP000259914213	19271
MGYP000260836570	19272
MGYP000261138082	19273
MGYP000261640711	19274
MGYP000262118242	19275
MGYP000262431809	19276
MGYP000263620586	19277
MGYP000264052419	19278
MGYP000264430776	19279
MGYP000264862138	19280
MGYP000265159341	19281
MGYP000265414269	19282
MGYP000266664683	19283
MGYP000267056368	19284
MGYP000267369863	19285
MGYP000267765413	19286
MGYP000268146027	19287
MGYP000268606224	19288
MGYP000269721457	19289
MGYP000270068759	19290
MGYP000270479523	19291
MGYP000270902239	19292
MGYP000271244151	19293
MGYP000272322388	19294
MGYP000272877021	19295
MGYP000273254776	19296
MGYP000273683453	19297
MGYP000274002083	19298
MGYP000274492642	19299
MGYP000674963104	20100
MGYP000675250612	20101
MGYP000676186849	20102
MGYP000676735460	20103
MGYP000677067834	20104
MGYP000677480452	20105
MGYP000677898495	20106
MGYP000678187639	20107
MGYP000678953295	20108
MGYP000679676757	20109
MGYP000679960315	20110
MGYP000680395184	20111
MGYP000680814313	20112
MGYP000681087019	20113
MGYP000681845565	20114
MGYP000682548324	20115
MGYP000682838798	20116
MGYP000683188095	20117
MGYP000683547392	20118
MGYP000683932989	20119
MGYP000684520198	20120
MGYP000685458547	20121
MGYP000686081506	20123
MGYP000686453024	20124
MGYP000686884451	20125
MGYP000687284863	20126
MGYP000688413022	20127
MGYP000688703862	20128
MGYP000689078884	20129
MGYP000689544517	20130
MGYP000689906434	20131
MGYP000690517243	20132
MGYP000691459437	20133
MGYP000691844929	20134
MGYP000692221392	20135
MGYP000692630598	20136
MGYP000692918340	20137
MGYP000693828270	20138
MGYP000694412503	20139
MGYP000694935696	20140
MGYP000695406806	20141
MGYP000695766137	20142
MGYP000696211626	20143
MGYP000697280031	20144
MGYP000697607267	20145
MGYP000698006956	20146
MGYP000698428039	20147
MGYP000698762510	20148
MGYP000699496484	20149
MGYP000700336316	20150
MGYP000700572855	20151
MGYP000700940820	20152
MGYP000701309689	20153
MGYP000701737345	20154
MGYP000702464651	20155
MGYP000703374797	20156
MGYP000703779618	20157
MGYP000704047112	20158
MGYP000704587850	20159
MGYP000705274277	20160
MGYP000706219307	20161
MGYP000706495231	20162
MGYP000706924327	20163
MGYP000707306021	20164
MGYP000707618695	20165
MGYP000708037345	20166
MGYP000709144032	20167
MGYP000709425001	20168
MGYP000709883948	20169
MGYP000710438463	20170
MGYP000710829298	20171
MGYP000711937155	20172
MGYP000712249939	20173
MGYP000712559843	20174
MGYP000712847374	20175
MGYP000713363729	20176
MGYP000713742968	20177
MGYP000714891938	20178
MGYP000715222274	20179
MGYP000715720130	20180
MGYP000716151088	20181
MGYP000716493526	20182
MGYP000717126872	20183
MGYP000717976012	20184
MGYP000718284141	20185
MGYP000718672074	20186
MGYP000719127135	20187
MGYP000719452343	20188
MGYP000720160993	20189
MGYP000720928148	20190
MGYP000721220759	20191
MGYP000721653368	20192
MGYP000722092830	20193
MGYP000722376226	20194
MGYP000723155331	20195
MGYP000723900523	20196
MGYP000724159237	20197
MGYP000724551453	20198
MGYP000724960928	20199
MGYP000344254769	21000
MGYP000344726079	21001
MGYP000345021054	21002
MGYP000345776324	21003
MGYP000346465046	21004
MGYP000346806637	21005
MGYP000347196444	21006
MGYP000347686779	21007
MGYP000347924544	21008
MGYP000349254132	21009
MGYP000349566855	21010
MGYP000349859359	21011
MGYP000350320900	21012
MGYP000350666417	21013
MGYP000351011258	21014
MGYP000351943022	21015
MGYP000352529442	21016
MGYP000352802454	21017
MGYP000353109757	21018
MGYP000353489518	21019
MGYP000353834919	21020
MGYP000354818509	21021
MGYP000355409870	21022
MGYP000355780230	21023
MGYP000355780230	3439
MGYP000355780230	35466
MGYP000355780230	13208
MGYP000356140804	21024
MGYP000356606499	21025
MGYP000357020711	21026
MGYP000358091478	21027
MGYP000358448557	21028
MGYP000358770709	21029
MGYP000359157296	21030
MGYP000359498364	21031
MGYP000359912760	21032
MGYP000361124239	21033
MGYP000361459176	21034
MGYP000361822067	21035
MGYP000362265859	21036
MGYP000362581084	21037
MGYP000363034423	21038
MGYP000363986987	21039
MGYP000364278087	21040
MGYP000364997621	21042
MGYP000365381640	21043
MGYP000365730860	21044
MGYP000366686456	21045
MGYP000367226151	21046
MGYP000367481746	21047
MGYP000367831520	21048
MGYP000368249269	21049
MGYP000368553259	21050
MGYP000369608934	21051
MGYP000370147259	21052
MGYP000370430844	21053
MGYP000370789828	21054
MGYP000371274268	21055
MGYP000371771296	21056
MGYP000372831825	21057
MGYP000373174033	21058
MGYP000373538349	21059
MGYP000373919468	21060
MGYP000374223609	21061
MGYP000374520742	21062
MGYP000375711116	21063
MGYP000376087488	21064
MGYP000376492704	21065
MGYP000376859467	21066
MGYP000377192869	21067
MGYP000377591651	21068
MGYP000378724399	21069
MGYP000379097324	21070
MGYP000379422632	21071
MGYP000379715826	21072
MGYP000380091801	21073
MGYP000380430746	21074
MGYP000381402018	21075
MGYP000381918231	21076
MGYP000382175803	21077
MGYP000382559202	21078
MGYP000383021994	21079
MGYP000383454026	21080
MGYP000384677466	21081
MGYP000384998899	21082
MGYP000385386371	21083
MGYP000385746622	21084
MGYP000386126106	21085
MGYP000386655849	21086
MGYP000387643840	21087
MGYP000387998470	21088
MGYP000388465777	21089
MGYP000388853927	21090
MGYP000389201310	21091
MGYP000390061817	21092
MGYP000390701567	21093
MGYP000390959211	21094
MGYP000391318863	21095
MGYP000391677156	21096
MGYP000391993930	21097
MGYP000392429308	21098
MGYP000393200446	21099
MGYP000059589993	22000
MGYP000060338885	22001
MGYP000060687602	22002
MGYP000061028113	22003
MGYP000061458522	22004
MGYP000061795689	22005
MGYP000062291871	22006
MGYP000063356925	22007
MGYP000063718774	22008
MGYP000064162430	22009
MGYP000064608627	22010
MGYP000064891329	22011
MGYP000065909310	22012
MGYP000066334839	22013
MGYP000066580843	22014
MGYP000066930423	22015
MGYP000067297212	22016
MGYP000067659043	22017
MGYP000068049009	22018
MGYP000069204205	22019
MGYP000069541614	22020
MGYP000069959039	22021
MGYP000070297515	22022
MGYP000070620609	22023
MGYP000071218823	22024
MGYP000072191175	22025
MGYP000072489054	22026
MGYP000072871687	22027
MGYP000073219628	22028
MGYP000073658230	22029
MGYP000074324876	22030
MGYP000075244621	22031
MGYP000075581615	22032
MGYP000075898733	22033
MGYP000076313219	22034
MGYP000076799018	22035
MGYP000077744319	22036
MGYP000078263989	22037
MGYP000078630386	22038
MGYP000079023440	22039
MGYP000079375431	22040
MGYP000079847138	22041
MGYP000080908075	22042
MGYP000081291804	22043
MGYP000081676267	22044
MGYP000082093447	22045
MGYP000082515429	22046
MGYP000083228548	22047
MGYP000083228548	20790
MGYP000083228548	32216
MGYP000083931381	22048
MGYP000084280765	22049
MGYP000084714786	22050
MGYP000085069799	22051
MGYP000085411769	22052
MGYP000086126340	22053
MGYP000086970946	22054
MGYP000087299197	22055
MGYP000087676632	22056
MGYP000088076035	22057
MGYP000088424514	22058
MGYP000089467902	22059
MGYP000090055716	22060
MGYP000090435416	22061
MGYP000090838514	22062
MGYP000091242072	22063
MGYP000091537905	22064
MGYP000092801813	22065
MGYP000093072703	22066
MGYP000093467089	22067
MGYP000093892301	22068
MGYP000094240174	22069
MGYP000094741730	22070
MGYP000095658787	22071
MGYP000096019557	22072
MGYP000096357256	22073
MGYP000096875720	22074
MGYP000097223122	22075
MGYP000097697344	22076
MGYP000098655110	22077
MGYP000098934414	22078
MGYP000099279806	22079
MGYP000099515771	22080
MGYP000099914681	22081
MGYP000100303488	22082
MGYP000101183276	22083
MGYP000101840931	22084
MGYP000102072988	22085
MGYP000102461728	22086
MGYP000102900471	22087
MGYP000103347034	22088
MGYP000104499505	22089
MGYP000104858887	22090
MGYP000105315774	22091
MGYP000105799788	22092
MGYP000106126752	22093
MGYP000107216356	22094
MGYP000107806567	22095
MGYP000108211624	22096
MGYP000108579933	22097
MGYP000108579933	18174
MGYP000108914827	22098
MGYP000109258403	22099
MGYP000362587130	22600
MGYP000363040778	22601
MGYP000363990579	22602
MGYP000364290114	22603
MGYP000364620137	22604
MGYP000365042796	22605
MGYP000365386435	22606
MGYP000365743595	22607
MGYP000366710644	22608
MGYP000367233222	22609
MGYP000367493636	22610
MGYP000367835142	22611
MGYP000368257370	22612
MGYP000368561873	22613
MGYP000369667763	22614
MGYP000370151521	22615
MGYP000370440625	22616
MGYP000370803916	22617
MGYP000371280504	22618
MGYP000371780679	22619
MGYP000372834616	22620
MGYP000373201023	22621
MGYP000373544518	22622
MGYP000373929137	22623
MGYP000374231198	22624
MGYP000374563741	22625
MGYP000375775119	22626
MGYP000376110855	22627
MGYP000376540316	22628
MGYP000376863927	22629
MGYP000377201859	22630
MGYP000377602051	22631
MGYP000378728211	22632
MGYP000379113935	22633
MGYP000379426423	22634
MGYP000379730563	22635
MGYP000380102100	22636
MGYP000380434485	22637
MGYP000381413890	22638
MGYP000381925260	22639
MGYP000382180550	22640
MGYP000382563118	22641
MGYP000383070590	22642
MGYP000383525698	22643
MGYP000384681128	22644
MGYP000385001551	22645
MGYP000385390175	22646
MGYP000385778960	22647
MGYP000386134067	22648
MGYP000386664720	22649
MGYP000387659301	22650
MGYP000388002236	22651
MGYP000388469698	22652
MGYP000388857810	22653
MGYP000389204396	22654
MGYP000390104454	22655
MGYP000390705038	22656
MGYP000390963837	22657
MGYP000391326095	22658
MGYP000391680622	22659
MGYP000392001703	22660
MGYP000392491319	22661
MGYP000393239316	22662
MGYP000393689623	22663
MGYP000393965345	22664
